page,bbox_x0,bbox_top,bbox_x1,bbox_bottom,tentang,tipe_regional,kelas_rs,tipe_rs,rawat_jalan,NO,KODE INA-CBG,DESKRIPSI KODE INA-CBG,TARIF INA-CBG
565,50.0,102.5,452.8,786.3,-564- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A SWASTA RAWAT JALAN,,,,,98,J-3-15-0,PROSEDUR BRONKOSKOPI,652.800
565,50.0,102.5,452.8,786.3,-564- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A SWASTA RAWAT JALAN,,,,,9,J-3-16-0,PROSEDUR UJI FUNGSI PARU,743.200
565,50.0,102.5,452.8,786.3,-564- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A SWASTA RAWAT JALAN,,,,,100,J-3-17-0,PROSEDUR LAIN-LAIN PADA SISTEM SALURAN PERNAFASAN,435.700
565,50.0,102.5,452.8,786.3,-564- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A SWASTA RAWAT JALAN,,,,,101,K-2-10-0,PROSEDUR KECIL PADA USUS BESAR DAN KECIL,1.250.400
565,50.0,102.5,452.8,786.3,-564- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A SWASTA RAWAT JALAN,,,,,102,K-2-11-0,PROSEDUR ADHESIOLYSIS PADA PERITONEUM,2.348.400
565,50.0,102.5,452.8,786.3,-564- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A SWASTA RAWAT JALAN,,,,,103,K-2-12-0,PROSEDUR PADA HERNIA TIDAK TERMASUK HERNIA INGUINALIS DAN FEMORALIS,1.749.300
565,50.0,102.5,452.8,786.3,-564- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A SWASTA RAWAT JALAN,,,,,104,K-2-13-0,PROSEDUR PADA USUS BUNTU,4.112.400
565,50.0,102.5,452.8,786.3,-564- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A SWASTA RAWAT JALAN,,,,,105,K-2-14-0,PROSEDUR PADA HERNIA INGUINALIS DAN FEMORALIS,895.700
565,50.0,102.5,452.8,786.3,-564- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A SWASTA RAWAT JALAN,,,,,106,K-2-21-0,PROSEDUR BESAR PADA USUS HALUS DAN USUS BESAR,1.038.100
565,50.0,102.5,452.8,786.3,-564- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A SWASTA RAWAT JALAN,,,,,107,K-2-22-0,PROSEDUR BESAR PADA GASTROINTESTINAL ATAS,4.750.100
565,50.0,102.5,452.8,786.3,-564- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A SWASTA RAWAT JALAN,,,,,108,K-2-31-0,PROSEDUR SEDANG PADA GASTROINTESTINAL ATAS,2.209.700
565,50.0,102.5,452.8,786.3,-564- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A SWASTA RAWAT JALAN,,,,,109,K-2-32-0,PROSEDUR LAIN-LAIN PADA GASTROINTESTINAL ATAS,766.700
565,50.0,102.5,452.8,786.3,-564- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A SWASTA RAWAT JALAN,,,,,110,K-2-41-0,PROSEDUR LAPAROSKOPI,2.374.000
565,50.0,102.5,452.8,786.3,-564- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A SWASTA RAWAT JALAN,,,,,111,K-2-42-0,PROSEDUR LAPAROTOMI & GASTROINTESTINAL LAINNYA,5.094.100
565,50.0,102.5,452.8,786.3,-564- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A SWASTA RAWAT JALAN,,,,,112,K-2-51-0,PROSEDUR UNTUK WASIR,1.169.600
565,50.0,102.5,452.8,786.3,-564- TARIF INA-CBG REGIONAL 5 RUMAH SAKIT KELAS A SWASTA RAWAT JALAN,,,,,113,K-2-52-0,PROSEDUR SEDANG PADA ANUS & REKTUM,1.287.800
